GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,NAME,AT5AA,AT5AB,AL8AA,AL8AB,AL8AC,AL8AD,AL8AE,AL8AF,AL8AG,AL8AH,AJ6AA,AJ6AB,AJ6AC,AJ6AD,AJ6AE,AJ6AF,AJ6AG,AJ6AH,AJ6AI,AJ6AJ,AJ6AK,AJ6AL,AJ6AM,AJ6AN,AJ6AO,AJ6AP,AJ6AQ,AJ6AR,AJ6AS,AJ6AT,AJ6AU,AJ6AV,AJ6AW,AJ6AX,AJ6AY,AJ6AZ,AJ6BA,AJ6BB,AJ6BC,AJ6BD,AT5AAM,AT5ABM,AL8AAM,AL8ABM,AL8ACM,AL8ADM,AL8AEM,AL8AFM,AL8AGM,AJ6AAM,AJ6ABM,AJ6ACM,AJ6ADM,AJ6AEM,AJ6AFM,AJ6AGM,AJ6AHM,AJ6AIM,AJ6AJM,AJ6AKM,AJ6ALM,AJ6AMM,AJ6ANM,AJ6AOM,AJ6APM,AJ6AQM,AJ6ARM,AJ6ASM,AJ6ATM,AJ6AUM,AJ6AVM,AJ6AWM,AJ6AXM,AJ6AYM,AJ6AZM,AJ6BAM,AJ6BBM,AJ6BCM
"G5501370","2000","Wisconsin","55","Waushara","137","Waushara County",22689,465,18546,4079,261,2786,570,462,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5501390","2000","Wisconsin","55","Winnebago","139","Winnebago County",152412,4351,126060,25582,2482,15649,4229,3222,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5501410","2000","Wisconsin","55","Wood","141","Wood County",74000,1555,62286,11501,851,8019,1269,1362,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600010","2000","Wyoming","56","Albany","001","Albany County",30796,1218,13078,17401,1498,6688,2017,7198,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600030","2000","Wyoming","56","Big Horn","003","Big Horn County",11208,253,6258,4882,232,1642,551,2457,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600050","2000","Wyoming","56","Campbell","005","Campbell County",33136,562,13653,19216,601,10317,1867,6431,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600070","2000","Wyoming","56","Carbon","007","Carbon County",15192,447,6755,8269,515,2921,1255,3578,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600090","2000","Wyoming","56","Converse","009","Converse County",11828,224,5448,6336,375,3088,733,2140,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600110","2000","Wyoming","56","Crook","011","Crook County",5835,52,1856,3952,122,2943,229,658,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600130","2000","Wyoming","56","Fremont","013","Fremont County",35500,304,19208,16072,1097,6265,1827,6883,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600150","2000","Wyoming","56","Goshen","015","Goshen County",12301,237,5278,6945,147,4393,575,1830,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600170","2000","Wyoming","56","Hot Springs","017","Hot Springs County",4818,64,2374,2428,115,1095,196,1022,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600190","2000","Wyoming","56","Johnson","019","Johnson County",7017,58,3527,3424,377,1434,564,1049,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600210","2000","Wyoming","56","Laramie","021","Laramie County",79208,2399,28910,49089,4500,19082,8186,17321,1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600230","2000","Wyoming","56","Lincoln","023","Lincoln County",14375,198,6450,7872,498,1229,627,5518,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600250","2000","Wyoming","56","Natrona","025","Natrona County",65336,1197,31431,33494,2018,13710,5158,12608,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600270","2000","Wyoming","56","Niobrara","027","Niobrara County",2390,17,1105,1285,33,689,121,442,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600290","2000","Wyoming","56","Park","029","Park County",25334,452,10550,14648,1446,5846,1895,5461,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600310","2000","Wyoming","56","Platte","031","Platte County",8671,136,4249,4353,260,2164,639,1290,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600330","2000","Wyoming","56","Sheridan","033","Sheridan County",26130,430,12039,13974,1060,5516,1483,5915,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600350","2000","Wyoming","56","Sublette","035","Sublette County",5823,97,2265,3534,247,1030,497,1760,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600370","2000","Wyoming","56","Sweetwater","037","Sweetwater County",36581,1032,17821,18567,935,4817,2421,10394,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600390","2000","Wyoming","56","Teton","039","Teton County",17178,1073,3735,13321,2820,3533,2040,4928,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600410","2000","Wyoming","56","Uinta","041","Uinta County",19240,502,6477,12620,372,2010,1231,9007,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600430","2000","Wyoming","56","Washakie","043","Washakie County",8087,202,4252,3801,246,1297,673,1585,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5600450","2000","Wyoming","56","Weston","045","Weston County",6593,51,2968,3606,145,2259,257,945,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0100010","2008-2012","Alabama","01","Autauga County","001","Autauga County, Alabama",53834,756,37156,15763,1591,3249,8986,1937,915,,0,0,0,0,29,0,0,44,20,0,9,6,0,0,0,0,0,0,0,18,0,0,202,0,48,25,142,54,159,,208,208,916,878,351,566,693,346,244,28,28,28,28,25,28,28,39,27,28,13,9,28,28,28,28,28,28,101,82,28,28,166,28,69,40,104,55,169
"G0100030","2008-2012","Alabama","01","Baldwin County","003","Baldwin County, Alabama",176391,6835,99694,75363,8171,17407,44169,5616,1334,,26,39,31,0,306,0,26,257,59,0,3,5,48,112,48,0,48,93,95,109,281,25,886,103,6,66,2296,404,1463,,846,846,2022,2072,708,1136,1890,698,256,31,37,37,28,150,28,32,118,59,28,6,7,74,91,58,28,65,98,103,102,185,31,432,97,11,87,659,173,548
"G0100050","2008-2012","Alabama","01","Barbour County","005","Barbour County, Alabama",26691,778,18792,7793,667,1275,5192,659,106,,0,0,9,0,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,141,0,0,0,488,13,90,,128,128,538,549,156,242,443,212,68,22,22,15,22,19,22,22,17,22,22,22,22,22,22,22,22,22,22,79,59,22,22,155,22,22,22,151,12,125
"G0100070","2008-2012","Alabama","01","Bibb County","007","Bibb County, Alabama",22484,285,19504,2917,294,700,1763,160,63,,0,0,0,0,0,0,0,27,43,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,184,7,9,,158,158,473,492,145,255,414,88,59,22,22,22,22,22,22,22,42,68,22,22,22,22,22,22,22,22,22,79,62,22,22,104,22,22,22,132,11,100
"G0100090","2008-2012","Alabama","01","Blount County","009","Blount County, Alabama",54761,2705,45815,8634,705,1539,5611,779,312,,12,0,0,9,12,0,0,25,0,0,0,0,0,0,0,0,0,0,0,57,34,0,65,22,0,0,2327,2,140,,233,233,793,760,229,296,622,209,139,20,28,28,14,21,28,28,29,28,28,28,28,28,28,28,28,28,28,101,102,57,28,132,43,28,28,245,3,146
"G0100110","2008-2012","Alabama","01","Bullock County","011","Bullock County, Alabama",10287,492,9021,1233,208,384,578,63,33,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0,,511,511,511,422,196,225,217,78,37,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,69,54,19,19,89,19,19,19,511,19,87
"G0100130","2008-2012","Alabama","01","Butler County","013","Butler County, Alabama",20459,271,17552,2875,415,595,1678,187,32,,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,33,0,63,39,0,0,21,0,101,,94,94,299,289,110,205,233,98,28,22,22,22,22,22,22,22,22,22,22,22,22,20,22,22,22,22,22,79,62,35,22,118,59,22,22,34,22,142
"G0100150","2008-2012","Alabama","01","Calhoun County","015","Calhoun County, Alabama",115015,2819,84743,28948,3291,5797,16957,2903,1324,,0,0,0,5,88,13,0,300,15,0,0,9,0,0,0,0,7,0,13,10,40,63,490,29,0,0,1340,49,348,,397,397,1234,1216,456,529,1066,377,275,28,28,28,11,64,21,28,125,23,28,28,14,28,28,28,28,12,28,98,76,42,47,217,28,28,28,370,42,171
"G0100170","2008-2012","Alabama","01","Chambers County","017","Chambers County, Alabama",33826,402,25914,7774,522,451,6323,478,138,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,8,147,37,16,0,100,0,56,,116,116,670,649,195,144,657,162,90,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,90,81,25,11,131,54,24,25,91,25,121
"G0100190","2008-2012","Alabama","01","Cherokee County","019","Cherokee County, Alabama",25719,198,14777,10803,327,877,9351,248,139,,0,0,0,0,47,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,16,0,0,0,8,30,,103,103,703,705,119,227,672,107,122,22,22,22,22,69,22,22,55,22,22,22,22,22,22,22,22,22,22,79,62,22,6,107,25,22,22,22,13,97
"G0100210","2008-2012","Alabama","01","Chilton County","021","Chilton County, Alabama",41570,2041,34965,6452,866,965,4060,561,153,,0,0,9,0,68,0,0,27,0,0,0,0,0,0,4,0,0,0,0,0,18,4,79,0,0,12,1795,9,16,,310,310,560,640,224,233,523,154,79,25,25,15,25,85,25,25,44,25,25,25,25,25,25,6,25,25,25,90,71,25,11,126,25,25,21,298,15,111
"G0100230","2008-2012","Alabama","01","Choctaw County","023","Choctaw County, Alabama",13793,45,7896,5799,134,358,4962,345,98,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,14,0,0,0,0,0,4,,38,38,378,356,73,135,351,139,80,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,69,53,28,19,90,19,19,19,19,19,85
"G0100250","2008-2012","Alabama","01","Clarke County","025","Clarke County, Alabama",25621,147,21919,3612,355,647,2366,244,90,,0,0,0,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,14,0,0,77,0,0,0,0,0,36,,66,66,505,497,141,244,388,116,59,22,22,22,22,14,22,22,12,22,22,22,22,22,22,22,22,22,22,79,63,22,22,114,22,22,22,22,22,108
"G0100270","2008-2012","Alabama","01","Clay County","027","Clay County, Alabama",13568,260,11050,2486,259,345,1693,189,32,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,164,0,0,,54,54,378,379,112,131,299,92,25,19,19,19,19,19,19,19,5,19,19,19,19,19,19,19,19,19,19,69,54,19,19,89,19,19,102,84,19,87
"G0100290","2008-2012","Alabama","01","Cleburne County","029","Cleburne County, Alabama",14731,174,8390,6315,199,249,5752,115,26,,0,0,0,0,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,139,0,0,,93,93,517,505,110,83,474,66,25,19,19,19,19,13,19,19,23,19,19,19,19,19,19,19,19,19,19,69,54,19,19,89,19,19,20,90,19,87
"G0100310","2008-2012","Alabama","01","Coffee County","031","Coffee County, Alabama",47606,2360,29802,16698,2376,2686,9058,2578,1106,,0,0,0,0,89,3,0,218,54,0,0,0,10,0,26,0,4,12,32,12,111,13,553,33,2,0,704,15,469,,323,323,852,846,403,403,695,361,211,28,28,28,28,50,4,28,123,71,28,28,28,15,28,30,28,7,15,98,76,83,18,210,57,4,28,204,12,236
"G0100330","2008-2012","Alabama","01","Colbert County","033","Colbert County, Alabama",53516,935,41828,11472,800,2719,7115,838,216,,0,0,0,0,39,0,0,14,0,0,0,0,0,0,0,0,0,0,11,0,36,16,91,28,21,0,410,15,254,,258,258,748,750,198,459,537,275,122,28,28,28,28,26,28,28,20,28,28,28,28,28,28,28,28,28,28,99,79,44,28,132,49,34,28,295,28,192
"G0100350","2008-2012","Alabama","01","Conecuh County","035","Conecuh County, Alabama",13137,51,10534,2602,266,387,1678,271,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,13,0,26,,43,43,476,476,187,164,362,226,6,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,69,54,19,19,90,19,19,19,27,19,87
"G0100370","2008-2012","Alabama","01","Coosa County","037","Coosa County, Alabama",11115,190,9662,1353,128,240,821,164,100,,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,10,,69,69,223,203,66,107,171,78,57,19,19,19,19,19,19,19,12,19,19,19,19,16,19,19,19,19,19,69,54,19,19,89,19,19,19,63,19,86
"G0100390","2008-2012","Alabama","01","Covington County","039","Covington County, Alabama",37410,393,28673,8549,799,1162,5981,607,188,,0,0,0,0,18,0,0,15,0,0,0,6,0,0,0,0,0,0,0,0,22,2,92,0,0,0,111,0,127,,96,96,617,624,219,227,564,171,83,25,25,25,25,25,25,25,22,25,25,25,9,25,25,25,25,25,25,90,71,41,4,137,25,25,25,81,25,127
"G0100410","2008-2012","Alabama","01","Crenshaw County","041","Crenshaw County, Alabama",13662,309,11488,2135,182,406,1393,154,39,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,116,0,15,,54,54,329,323,67,161,264,80,33,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,69,54,19,19,91,19,19,19,61,19,86
"G0100430","2008-2012","Alabama","01","Cullman County","043","Cullman County, Alabama",78112,2291,60926,17014,1456,4780,8972,1806,172,,0,16,0,0,68,0,0,62,0,0,0,25,0,13,0,0,0,0,0,51,92,0,152,8,0,0,1587,60,157,,259,259,1094,1108,351,723,708,343,67,28,26,28,28,60,28,28,51,28,28,28,39,28,21,28,28,28,28,101,95,93,28,154,13,28,28,247,86,144
"G0100450","2008-2012","Alabama","01","Dale County","045","Dale County, Alabama",48173,1956,27820,19086,2248,3657,10769,2412,1267,,0,0,0,0,50,9,13,364,0,13,0,0,0,33,2,0,17,0,28,0,29,65,392,60,30,17,510,14,310,,337,337,864,784,335,476,603,316,242,28,28,28,28,69,10,19,208,28,21,28,28,28,39,3,28,16,28,106,79,35,46,158,65,31,25,240,11,174
"G0100470","2008-2012","Alabama","01","Dallas County","047","Dallas County, Alabama",43223,349,38136,4981,556,1057,2751,617,106,,8,0,0,0,15,0,0,7,12,0,0,0,0,0,0,0,0,0,31,14,0,0,123,3,0,0,70,49,17,,115,115,550,558,174,183,372,233,92,17,25,25,25,24,25,25,12,26,25,25,25,25,25,25,25,25,25,100,69,25,25,148,7,25,25,57,50,114
"G0100490","2008-2012","Alabama","01","DeKalb County","049","DeKalb County, Alabama",65715,5234,48520,16848,1014,2401,12225,1208,347,,0,0,0,0,72,0,0,22,10,0,0,0,0,0,18,0,0,4,0,5,0,30,185,0,0,23,3392,7,1466,,443,443,1039,1031,352,358,828,301,140,28,28,28,28,67,28,28,22,16,28,28,28,28,28,30,28,28,7,101,75,28,45,169,28,28,37,553,8,413
"G0100510","2008-2012","Alabama","01","Elmore County","051","Elmore County, Alabama",77561,1769,57541,19267,2336,4156,10587,2188,753,,0,0,0,0,127,6,0,128,0,0,0,11,0,0,19,0,0,0,9,18,0,17,263,14,0,0,978,65,114,,275,275,1183,1206,330,515,881,367,167,28,28,28,28,68,9,28,79,28,28,28,19,28,28,31,28,28,28,98,79,28,27,154,24,28,28,220,44,157
"G0100530","2008-2012","Alabama","01","Escambia County","053","Escambia County, Alabama",37680,442,26675,10854,800,1200,8096,758,151,,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,28,0,0,0,344,7,14,,161,161,655,674,280,324,582,181,75,25,25,25,25,23,25,25,25,25,25,25,25,25,25,25,25,25,28,90,71,25,25,117,25,25,25,180,11,112
"G0100550","2008-2012","Alabama","01","Etowah County","055","Etowah County, Alabama",102158,2159,83319,18265,1665,3481,11328,1791,574,,0,0,0,0,28,0,0,39,0,0,0,0,0,0,0,9,0,0,28,11,172,38,424,91,11,16,660,27,605,,296,296,910,874,326,405,757,298,218,28,28,28,28,31,28,28,27,28,28,28,28,28,28,28,14,28,28,98,77,115,41,187,81,18,33,209,28,289
"G0100570","2008-2012","Alabama","01","Fayette County","057","Fayette County, Alabama",17109,110,14413,2586,153,714,1558,161,110,,0,0,0,0,0,0,0,49,0,0,0,12,0,0,0,0,0,0,0,0,28,0,21,0,0,0,0,0,0,,83,83,308,315,102,172,297,108,70,19,19,19,19,19,19,19,54,19,19,19,21,19,19,19,19,19,19,69,54,39,19,88,19,19,19,19,19,87
"G0100590","2008-2012","Alabama","01","Franklin County","059","Franklin County, Alabama",29118,2546,21954,7052,241,1988,4145,678,112,,0,1,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,44,0,0,19,1367,0,1058,,279,279,507,559,89,347,431,238,64,25,3,25,25,37,25,25,25,25,25,25,25,25,25,25,25,25,25,90,68,25,25,129,25,25,32,392,25,493
"G0100610","2008-2012","Alabama","01","Geneva County","061","Geneva County, Alabama",26212,557,19186,6870,592,1280,4648,350,156,,0,0,0,0,35,0,0,23,25,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,0,0,383,12,49,,139,139,613,597,179,353,516,161,80,22,22,22,22,37,22,22,23,39,22,22,22,22,22,22,22,22,22,79,62,40,22,101,22,22,22,111,19,107
"G0100630","2008-2012","Alabama","01","Greene County","063","Greene County, Alabama",9052,15,8322,730,86,177,406,61,0,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,,21,21,204,204,64,95,148,66,17,17,17,17,17,17,17,17,4,17,17,17,17,17,17,17,17,17,17,61,48,17,17,81,17,17,17,17,17,78
"G0100650","2008-2012","Alabama","01","Hale County","065","Hale County, Alabama",15611,139,13797,1749,173,530,973,73,65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,74,0,3,22,6,0,,92,92,270,268,88,174,196,34,47,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,69,54,19,19,100,93,19,5,36,10,87
"G0100670","2008-2012","Alabama","01","Henry County","067","Henry County, Alabama",16780,495,12073,4696,555,552,3408,181,11,,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,9,0,0,0,34,0,184,0,0,32,205,0,0,,167,167,476,478,161,197,390,80,17,19,19,19,19,19,19,19,34,19,19,19,19,19,19,19,19,14,19,69,54,53,19,156,19,19,41,78,19,87
"G0100690","2008-2012","Alabama","01","Houston County","069","Houston County, Alabama",99124,2335,67790,30455,3412,4407,20662,1974,879,,0,0,0,0,47,2,16,156,4,0,2,6,0,2,3,0,17,0,46,5,95,43,557,43,6,34,713,55,483,,213,213,842,832,276,286,744,224,123,28,28,28,28,17,3,16,45,4,28,3,6,28,4,4,28,13,28,95,69,82,21,159,21,6,20,147,35,155
"G0100710","2008-2012","Alabama","01","Jackson County","071","Jackson County, Alabama",52173,1106,35963,16012,762,3645,10745,860,198,,0,0,0,0,27,0,0,98,16,0,0,0,0,0,0,0,0,0,65,0,43,9,230,4,0,4,455,23,132,,196,196,900,907,248,551,741,251,83,28,28,28,28,25,28,28,89,26,28,28,28,28,28,28,28,28,28,126,79,34,13,171,6,28,6,227,26,150
"G0100730","2008-2012","Alabama","01","Jefferson County","073","Jefferson County, Alabama",630266,28198,497477,129183,15375,27351,75053,11404,3606,,17,43,6,0,572,12,119,409,53,10,74,61,0,23,0,0,63,54,217,554,2009,199,6143,2196,46,85,11770,594,2869,,1149,1149,2531,2722,1143,1340,1972,767,415,20,48,11,28,206,19,90,156,44,14,58,46,28,29,28,28,53,70,138,180,371,113,760,509,36,68,799,186,577
"G0100750","2008-2012","Alabama","01","Lamar County","075","Lamar County, Alabama",14447,66,9415,4990,48,757,3943,242,42,,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,47,0,5,,52,52,389,397,31,153,358,121,43,19,19,19,19,18,19,19,19,19,19,19,19,19,19,19,19,19,19,69,54,6,19,89,19,19,19,49,19,86
"G0100770","2008-2012","Alabama","01","Lauderdale County","077","Lauderdale County, Alabama",90639,1889,65918,24333,1859,5584,15227,1663,388,,0,25,0,0,116,10,7,28,0,0,0,0,0,0,0,0,2,0,0,0,140,86,411,111,21,3,761,67,101,,282,282,1071,1014,482,592,1003,349,138,28,37,28,28,71,23,14,29,28,28,28,28,28,28,28,28,3,28,101,79,101,93,234,100,24,5,218,46,141
"G0100790","2008-2012","Alabama","01","Lawrence County","079","Lawrence County, Alabama",33709,439,28225,5465,246,2065,2666,488,19,,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,22,7,0,57,0,0,0,188,22,105,,131,131,599,599,101,380,377,189,25,25,25,25,25,25,25,25,39,25,25,25,25,25,25,25,25,25,25,90,74,11,25,115,25,25,25,104,25,130
"G0100810","2008-2012","Alabama","01","Lee County","081","Lee County, Alabama",134061,6877,74360,58017,4964,7533,41461,4059,1684,,0,0,0,20,173,19,3,299,0,10,12,71,8,0,0,0,9,32,73,98,805,93,2106,458,60,14,1107,97,1310,,491,491,1360,1380,549,724,1430,544,343,28,28,28,30,71,31,6,119,28,17,15,91,12,28,28,28,13,42,91,87,205,57,400,209,75,16,345,54,432
"G0100830","2008-2012","Alabama","01","Limestone County","083","Limestone County, Alabama",79699,3614,56201,22887,1965,5143,13538,2241,611,,0,0,0,0,87,0,0,204,0,0,0,0,0,22,0,0,0,19,0,57,75,0,611,13,0,87,2130,66,243,,333,333,1202,1244,417,578,1078,339,140,28,28,28,28,53,28,28,150,28,28,28,28,28,35,28,28,28,32,101,102,78,28,232,21,28,65,258,54,203
"G0100850","2008-2012","Alabama","01","Lowndes County","085","Lowndes County, Alabama",11280,24,9937,1306,175,307,678,146,37,,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,33,33,218,213,80,111,146,86,34,19,19,19,19,19,19,19,5,19,19,19,19,19,19,19,19,19,19,69,54,19,19,89,19,19,19,32,19,87
"G0100870","2008-2012","Alabama","01","Macon County","087","Macon County, Alabama",21034,180,15999,4884,846,730,2651,657,151,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,83,0,74,,74,74,449,439,187,167,298,201,93,22,22,22,22,22,22,9,22,22,22,22,22,22,22,22,22,22,22,79,62,22,6,101,16,22,22,52,22,101
"G0100890","2008-2012","Alabama","01","Madison County","089","Madison County, Alabama",316723,17938,180929,129614,16016,30282,69866,13450,6180,,13,34,0,22,398,36,28,1183,91,73,32,167,9,96,39,11,75,106,249,215,1017,428,4812,1492,186,15,4413,529,2169,,835,835,2520,2327,930,1571,1976,919,582,22,44,28,26,140,45,19,255,64,75,40,126,15,68,37,19,69,97,157,104,301,206,558,374,93,19,559,172,420
"G0100910","2008-2012","Alabama","01","Marengo County","091","Marengo County, Alabama",20769,140,17033,3641,258,624,2622,137,95,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,107,,117,117,516,470,87,208,352,57,79,22,22,22,22,4,22,22,22,22,22,22,22,22,22,22,22,22,22,79,58,22,22,102,22,22,22,22,22,147
"G0100930","2008-2012","Alabama","01","Marion County","093","Marion County, Alabama",30302,339,21995,8205,202,2156,5237,610,102,,0,0,0,0,41,0,0,6,0,0,0,0,0,0,0,0,0,0,15,43,0,10,50,0,0,0,89,3,82,,179,179,636,581,104,299,520,193,78,25,25,25,25,77,25,25,9,25,25,25,25,25,25,25,25,25,25,90,91,25,14,136,25,25,25,96,5,155
"G0100950","2008-2012","Alabama","01","Marshall County","095","Marshall County, Alabama",85660,7410,63429,21783,1767,4712,12761,2543,448,,2,0,0,0,33,0,0,102,0,0,13,1,0,0,0,0,0,0,23,51,104,0,352,80,62,34,4379,72,2102,,452,452,1105,1001,297,499,831,461,129,3,28,28,28,31,28,28,66,28,28,21,3,28,28,28,28,28,28,104,81,71,28,175,64,72,45,617,75,487
"G0100970","2008-2012","Alabama","01","Mobile County","097","Mobile County, Alabama",399032,13265,298870,97716,9968,16415,62956,8377,2446,,2,112,0,21,287,4,42,634,60,0,107,116,0,0,0,0,7,85,248,255,676,97,4748,530,17,600,2061,271,2285,,765,765,2043,1957,766,995,1659,598,425,4,78,28,24,97,9,32,170,56,28,110,90,28,28,28,28,12,70,139,138,251,60,565,255,29,316,480,121,466
"G0100990","2008-2012","Alabama","01","Monroe County","099","Monroe County, Alabama",22714,279,19083,3571,515,500,2327,229,60,,0,0,0,0,40,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,29,0,51,0,14,0,141,0,0,,111,111,482,480,220,176,400,127,55,22,22,22,22,65,22,22,8,22,22,22,22,22,22,22,22,22,22,79,62,29,22,103,22,23,22,85,22,101
"G0101010","2008-2012","Alabama","01","Montgomery County","101","Montgomery County, Alabama",219446,9930,165643,50979,6159,10918,29021,4881,2824,,0,0,0,0,271,0,19,403,0,0,24,52,3,17,0,0,3,19,110,124,434,268,3635,489,4,25,2387,87,1556,,644,644,1752,1754,728,882,1463,591,421,28,28,28,28,124,28,26,138,28,28,27,46,6,14,28,28,4,23,142,94,213,140,637,200,6,31,396,72,433
