GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,NAME,AT5AA,AT5AB,AL8AA,AL8AB,AL8AC,AL8AD,AL8AE,AL8AF,AL8AG,AL8AH,AJ6AA,AJ6AB,AJ6AC,AJ6AD,AJ6AE,AJ6AF,AJ6AG,AJ6AH,AJ6AI,AJ6AJ,AJ6AK,AJ6AL,AJ6AM,AJ6AN,AJ6AO,AJ6AP,AJ6AQ,AJ6AR,AJ6AS,AJ6AT,AJ6AU,AJ6AV,AJ6AW,AJ6AX,AJ6AY,AJ6AZ,AJ6BA,AJ6BB,AJ6BC,AJ6BD,AT5AAM,AT5ABM,AL8AAM,AL8ABM,AL8ACM,AL8ADM,AL8AEM,AL8AFM,AL8AGM,AJ6AAM,AJ6ABM,AJ6ACM,AJ6ADM,AJ6AEM,AJ6AFM,AJ6AGM,AJ6AHM,AJ6AIM,AJ6AJM,AJ6AKM,AJ6ALM,AJ6AMM,AJ6ANM,AJ6AOM,AJ6APM,AJ6AQM,AJ6ARM,AJ6ASM,AJ6ATM,AJ6AUM,AJ6AVM,AJ6AWM,AJ6AXM,AJ6AYM,AJ6AZM,AJ6BAM,AJ6BBM,AJ6BCM
"G4001050","1970","Oklahoma","40","Nowata","105","Nowata",9742,31,6677,2855,30,1963,567,295,10,206,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001070","1970","Oklahoma","40","Okfuskee","107","Okfuskee",10668,15,7785,2333,37,471,1498,327,10,542,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001090","1970","Oklahoma","40","Oklahoma","109","Oklahoma",521243,5561,327414,166117,11260,53701,80846,20310,3331,24383,28,50,31,33,590,147,133,928,124,22,88,48,0,93,87,32,132,7,186,134,206,251,763,53,89,75,391,460,142,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001110","1970","Oklahoma","40","Okmulgee","111","Okmulgee",35070,288,23829,9987,564,2851,5463,1109,89,1184,0,9,0,0,59,0,7,22,0,7,9,46,0,0,8,0,5,0,9,0,0,8,20,0,0,0,63,10,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001130","1970","Oklahoma","40","Osage","113","Osage",29574,176,20242,8114,411,3732,3239,732,115,1093,0,0,0,6,29,0,0,32,0,16,5,0,0,9,0,0,0,0,17,0,0,5,0,0,0,0,35,8,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001150","1970","Oklahoma","40","Ottawa","115","Ottawa",29711,89,16741,12304,212,8273,2610,1209,60,599,0,0,0,0,11,0,17,26,0,0,0,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001170","1970","Oklahoma","40","Pawnee","117","Pawnee",11307,31,7983,2925,73,1433,1097,322,9,395,0,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001190","1970","Oklahoma","40","Payne","119","Payne",49963,691,32245,15545,958,6576,6153,1858,282,1797,7,8,0,0,24,20,0,105,14,0,0,7,0,0,0,0,0,0,0,0,89,0,297,31,17,0,0,28,39,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001210","1970","Oklahoma","40","Pittsburg","121","Pittsburg",37241,280,26104,9787,329,2219,5504,1735,102,1183,0,0,0,0,8,7,7,11,0,0,0,155,0,0,0,6,0,0,7,0,0,0,11,0,7,0,28,26,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001230","1970","Oklahoma","40","Pontotoc","123","Pontotoc",27819,48,19878,6617,99,1370,4417,731,33,1292,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,7,8,0,0,0,0,4,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001250","1970","Oklahoma","40","Pottowatomie","125","Pottawatomie",42933,201,28993,11796,541,3223,6791,1241,160,1958,0,15,0,0,7,0,7,22,0,0,0,6,0,0,0,0,8,0,8,0,13,0,51,6,0,6,40,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001270","1970","Oklahoma","40","Pushmataha","127","Pushmataha",9381,4,6264,2885,24,287,2024,550,20,213,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001290","1970","Oklahoma","40","Roger Mills","129","Roger Mills",4445,7,3208,1115,18,285,679,133,4,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001310","1970","Oklahoma","40","Rogers","131","Rogers",28353,72,18733,8051,252,3684,3035,1080,71,1482,0,0,0,0,14,0,6,12,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,23,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001330","1970","Oklahoma","40","Seminole","133","Seminole",25057,87,17120,6772,58,1479,4388,847,60,1080,0,14,0,0,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,5,12,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001350","1970","Oklahoma","40","Sequoyah","135","Sequoyah",23338,32,15437,7107,126,1065,4705,1211,89,707,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001370","1970","Oklahoma","40","Stephens","137","Stephens",35828,74,23984,10377,174,1754,7294,1155,116,1326,0,0,0,0,6,0,0,16,0,0,0,4,0,7,0,0,6,0,0,0,0,0,20,0,8,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001390","1970","Oklahoma","40","Texas","139","Texas",16220,132,7889,7462,92,3196,3065,1109,29,834,8,0,7,7,9,0,6,32,6,0,0,0,0,0,0,0,0,0,0,7,0,8,6,0,0,0,36,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001410","1970","Oklahoma","40","Tillman","141","Tillman",12644,257,7926,4224,46,604,3304,270,55,468,0,64,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,76,0,7,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001430","1970","Oklahoma","40","Tulsa","143","Tulsa",397816,3794,233951,142610,8165,59758,59525,15162,1729,19375,96,37,32,34,546,42,77,442,38,49,94,95,0,47,28,23,79,21,250,138,41,42,303,51,7,34,149,457,306,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001450","1970","Oklahoma","40","Wagoner","145","Wagoner",22112,51,15007,6297,119,1978,3292,908,35,759,0,0,0,0,19,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001470","1970","Oklahoma","40","Washington","147","Washington",41917,360,24179,16568,636,9139,5067,1726,116,1032,0,32,0,16,21,0,0,96,22,12,8,6,0,0,0,0,0,0,0,6,17,6,41,6,0,0,7,41,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001490","1970","Oklahoma","40","Washita","149","Washita",12027,114,7658,3997,177,1036,2339,445,101,279,0,0,0,0,12,4,0,8,0,0,0,0,0,0,0,0,7,0,7,55,0,0,0,0,0,0,12,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001510","1970","Oklahoma","40","Woods","151","Woods",11799,121,7890,3477,111,2359,641,366,17,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,8,53,0,0,0,24,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4001530","1970","Oklahoma","40","Woodward","153","Woodward",15453,84,10342,4851,66,2739,1397,649,27,246,0,0,0,0,25,0,5,19,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100010","1970","Oregon","41","Baker","001","Baker",14652,267,7880,6488,171,1934,880,3503,96,235,15,14,6,26,24,7,7,23,0,0,9,6,0,6,5,0,13,5,25,13,26,7,7,0,0,0,0,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100030","1970","Oregon","41","Benton","003","Benton",52071,1705,24533,24983,1383,8864,2978,11758,422,2142,26,20,21,31,182,0,21,173,38,7,8,6,0,0,0,0,23,0,61,24,161,37,368,46,63,0,13,247,100,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100050","1970","Oregon","41","Clackamas","005","Clackamas",160733,5355,80143,68595,3517,28091,8233,28754,1633,10446,78,59,211,109,566,38,59,724,93,110,18,159,0,56,39,6,99,7,214,214,124,124,317,62,69,19,38,1118,121,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100070","1970","Oregon","41","Clatsop","007","Clatsop",27067,1406,13665,11758,828,4059,1638,5233,253,1393,20,13,181,127,111,7,8,89,0,0,29,30,0,8,6,8,0,6,379,11,0,7,37,16,20,0,21,160,28,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100090","1970","Oregon","41","Columbia","009","Columbia",27947,843,12904,13110,328,5020,1632,6130,190,1704,8,9,45,73,62,14,7,57,5,7,8,40,0,30,29,0,0,0,83,19,9,6,74,0,6,0,30,180,9,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100110","1970","Oregon","41","Coos","011","Coos",55129,1386,27432,24284,1226,8579,4895,9584,318,3175,29,23,60,55,151,7,0,181,13,5,21,8,0,12,0,0,6,7,149,37,0,40,74,7,212,0,23,157,59,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100130","1970","Oregon","41","Crook","013","Crook",9879,106,4969,4496,96,1515,854,2031,67,330,0,11,0,32,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,6,0,0,20,0,0,0,0,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100150","1970","Oregon","41","Curry","015","Curry",12756,250,5743,5929,223,1855,868,2983,136,955,18,6,8,46,27,0,0,12,8,0,0,0,0,0,0,0,0,0,11,0,0,0,8,0,8,0,0,92,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100170","1970","Oregon","41","Deschutes","017","Deschutes",29911,531,14093,14473,513,5228,2127,6605,228,1077,12,7,87,30,22,19,22,79,6,13,0,5,0,0,0,0,0,7,20,0,0,12,12,0,0,0,5,150,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100190","1970","Oregon","41","Douglas","019","Douglas",70603,1140,31500,35272,1368,11693,7896,14315,433,3408,33,15,47,42,141,31,15,126,13,30,0,6,0,34,0,0,0,13,64,29,0,16,74,6,0,0,23,318,13,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100210","1970","Oregon","41","Gilliam","021","Gilliam",2174,72,1281,734,40,243,170,281,37,135,0,13,6,13,24,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100230","1970","Oregon","41","Grant","023","Grant",6982,110,3901,2799,62,893,422,1422,43,210,0,9,0,5,56,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100250","1970","Oregon","41","Harney","025","Harney",6986,229,3487,3353,98,982,552,1721,48,130,0,6,0,0,0,6,4,13,0,0,0,0,0,0,0,0,6,0,159,0,0,0,7,0,0,0,21,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100270","1970","Oregon","41","Hood River","027","Hood River",12913,274,5305,7110,257,2682,1476,2695,53,455,6,7,0,0,14,0,0,24,0,0,0,7,0,0,0,0,0,0,19,0,0,100,9,0,0,0,24,64,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100290","1970","Oregon","41","Jackson","029","Jackson",92747,1786,36685,50110,2448,16338,8010,23314,742,5183,54,14,48,67,247,26,53,247,50,26,8,57,5,22,13,0,17,7,38,35,7,14,86,17,35,0,123,347,18,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100310","1970","Oregon","41","Jefferson","031","Jefferson",8509,39,4366,3741,93,1255,520,1873,75,302,7,0,0,0,0,0,0,18,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100330","1970","Oregon","41","Josephine","033","Josephine",34768,978,12232,20177,1004,6731,3229,9213,325,2063,23,6,34,62,86,7,16,148,36,20,6,16,0,20,0,0,56,0,58,18,12,13,19,0,6,0,20,227,12,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100350","1970","Oregon","41","Klamath","035","Klamath",49051,970,19781,26395,1131,8123,5509,11632,485,2251,7,41,32,42,121,0,12,136,7,6,0,67,0,12,0,0,11,0,62,6,18,37,59,0,7,0,117,131,15,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100370","1970","Oregon","41","Lake","037","Lake",6159,184,3082,2604,60,701,395,1448,57,416,0,115,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,9,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100390","1970","Oregon","41","Lane","039","Lane",208420,4938,94835,102443,4978,38682,16045,42738,1631,9393,196,48,183,161,492,93,74,476,161,24,16,61,11,62,60,15,50,22,134,101,169,90,410,41,145,4,128,1308,63,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100410","1970","Oregon","41","Lincoln","041","Lincoln",25160,595,11968,11811,666,4614,1401,5130,208,1124,21,24,45,6,88,6,15,23,5,0,0,0,0,7,0,0,0,0,69,33,5,0,26,8,14,0,0,179,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100430","1970","Oregon","41","Linn","043","Linn",71059,855,34393,33846,1210,14404,5870,12362,437,2316,26,26,4,30,46,6,6,144,27,7,0,29,0,33,13,0,19,5,49,25,26,9,33,0,0,5,7,261,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100450","1970","Oregon","41","Malheur","045","Malheur",22608,561,8593,12574,214,3370,2063,6927,169,1145,6,6,7,6,24,0,43,12,20,0,0,17,0,0,7,8,5,0,25,17,0,28,6,0,0,0,247,61,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100470","1970","Oregon","41","Marion","047","Marion",146416,4893,67304,70622,3117,31092,11074,25339,1333,7053,45,24,170,73,395,125,16,399,169,86,5,37,0,55,104,0,48,24,183,319,455,40,391,7,53,4,478,781,289,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100490","1970","Oregon","41","Morrow","049","Morrow",4369,96,2807,1362,38,421,157,746,40,176,7,11,6,0,6,0,0,18,0,0,0,0,0,0,0,0,7,5,6,9,0,0,0,0,0,0,7,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100510","1970","Oregon","41","Multnomah","051","Multnomah",529471,27196,255734,237109,13840,96374,31962,94933,5119,31891,463,331,1095,1105,2600,628,247,2350,536,378,714,1438,40,306,272,85,427,172,1605,1769,869,655,1549,216,282,324,254,4633,530,1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100530","1970","Oregon","41","Polk","053","Polk",34407,942,16484,16060,664,6904,2325,6167,296,1602,35,0,28,26,73,0,16,150,28,13,0,19,0,6,14,0,6,0,28,59,0,8,29,14,21,0,79,235,48,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100550","1970","Oregon","41","Sherman","055","Sherman",2121,38,1037,810,10,327,117,356,10,260,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100570","1970","Oregon","41","Tillamook","057","Tillamook",17394,516,9683,6598,346,2644,869,2739,167,914,0,0,8,21,45,0,0,52,89,84,0,0,0,0,0,7,0,0,6,6,7,7,0,7,0,0,8,90,14,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100590","1970","Oregon","41","Umatilla","059","Umatilla",44235,688,20393,22205,548,7356,2732,11569,223,1400,0,29,38,20,54,0,15,85,0,0,43,7,8,12,0,0,7,21,15,55,0,7,15,16,12,0,46,138,17,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100610","1970","Oregon","41","Union","061","Union",19132,245,10663,7933,243,2469,907,4314,115,418,12,17,0,14,30,8,0,13,0,4,0,0,8,5,0,0,0,0,24,6,0,7,55,0,0,0,16,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100630","1970","Oregon","41","Wallowa","063","Wallowa",6177,70,3655,2237,47,607,253,1330,21,258,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100650","1970","Oregon","41","Wasco","065","Wasco",19640,493,10104,8845,379,3445,1013,4008,194,511,8,21,24,0,59,7,0,108,0,0,0,16,0,0,0,0,13,13,23,27,0,8,15,0,6,0,35,77,13,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100670","1970","Oregon","41","Washington","067","Washington",152476,5444,72523,72974,4534,27411,8597,32432,1280,5507,96,72,197,157,590,129,59,664,213,46,43,78,0,51,94,4,97,64,277,234,27,67,316,32,57,58,158,1349,35,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100690","1970","Oregon","41","Wheeler","069","Wheeler",1731,12,1070,679,10,178,212,279,15,46,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4100710","1970","Oregon","41","Yamhill","071","Yamhill",39383,936,17641,18193,693,7941,2690,6869,384,3097,75,7,0,17,130,14,6,60,49,10,0,8,0,7,8,0,0,13,15,16,14,13,27,21,7,0,72,238,30,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200010","1970","Pennsylvania","42","Adams","001","Adams",56561,376,45874,9282,1987,1019,5954,322,299,1129,9,22,0,0,51,8,7,48,5,0,12,20,0,12,0,0,14,0,25,32,13,6,33,0,8,4,0,42,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200030","1970","Pennsylvania","42","Allegheny","003","Allegheny",1528785,76218,1291245,181285,36632,56815,79200,8638,6184,50715,117,2202,105,372,6688,4295,689,5746,324,304,1902,16811,25,5705,3078,1246,6817,644,4502,3258,597,310,2587,393,244,152,315,2058,1219,3513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200050","1970","Pennsylvania","42","Armstrong","005","Armstrong",73948,1642,68630,3459,626,1091,1482,260,155,1776,0,21,0,0,123,68,19,47,0,0,26,645,0,306,89,0,163,0,81,14,0,0,22,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200070","1970","Pennsylvania","42","Beaver","007","Beaver",198159,10259,168345,24463,2137,9344,12036,946,735,4756,7,27,0,29,592,444,62,467,20,8,533,3247,14,894,249,31,838,146,1310,332,0,7,193,0,7,29,54,169,112,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200090","1970","Pennsylvania","42","Bedford","009","Bedford",42266,87,37285,3893,376,615,2796,106,70,992,0,3,0,6,13,0,0,17,0,0,0,21,0,0,9,0,0,0,7,0,0,0,6,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200110","1970","Pennsylvania","42","Berks","011","Berks",288483,7899,257417,20481,8291,4277,6828,1085,2497,8126,6,51,28,32,520,273,60,1734,30,53,314,1742,40,137,122,69,702,28,291,236,49,7,205,30,25,256,26,258,157,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200130","1970","Pennsylvania","42","Blair","013","Blair",133102,2254,121852,6405,1731,1813,2383,478,355,4455,0,28,0,20,229,50,13,480,0,0,43,808,0,34,43,27,92,0,25,14,11,12,139,16,0,0,6,35,14,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200150","1970","Pennsylvania","42","Bradford","015","Bradford",57287,675,45060,10681,8563,829,1025,264,167,1392,0,7,12,8,74,90,9,132,10,11,0,150,0,7,8,7,22,8,7,25,0,7,21,0,0,0,0,41,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200170","1970","Pennsylvania","42","Bucks","017","Bucks",400429,14624,302351,82153,50177,11532,17197,3247,2970,13143,47,427,36,83,2199,505,182,3146,229,143,117,1301,34,375,427,140,757,213,886,746,92,83,339,79,49,155,38,977,233,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200190","1970","Pennsylvania","42","Butler","019","Butler",125682,2259,113139,9656,1657,3788,3593,618,325,2593,0,42,23,12,243,205,19,281,0,21,107,560,0,196,45,21,106,16,80,80,26,30,77,0,0,0,6,29,13,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200210","1970","Pennsylvania","42","Cambria","021","Cambria",180740,6045,165852,10076,3090,2503,3958,525,559,4156,0,28,10,18,317,661,82,294,0,12,62,1230,7,1128,343,74,481,6,530,100,14,4,108,0,5,5,84,85,13,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200230","1970","Pennsylvania","42","Cameron","023","Cameron",7047,49,6017,705,285,210,189,21,22,281,0,0,0,0,5,15,0,13,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200250","1970","Pennsylvania","42","Carbon","025","Carbon",48885,1688,45687,2033,1090,310,475,158,125,1034,0,41,0,0,112,148,0,79,9,0,0,248,11,542,53,7,152,0,127,61,0,0,5,0,0,0,0,41,7,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200270","1970","Pennsylvania","42","Centre","027","Centre",97376,1891,74367,14349,5403,4205,3579,1162,467,8165,7,0,0,23,219,79,94,262,18,6,18,66,0,58,38,0,62,7,45,28,172,57,254,31,65,7,5,150,75,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200290","1970","Pennsylvania","42","Chester","029","Chester",270361,7943,192254,59294,18800,11657,25923,2914,2326,16643,47,364,61,29,1253,283,130,889,59,15,86,1397,13,209,359,19,340,79,241,409,73,49,186,67,26,116,5,444,441,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200310","1970","Pennsylvania","42","Clarion","031","Clarion",38170,244,35202,2131,422,906,692,111,47,808,0,9,0,0,26,8,8,51,0,0,0,62,0,0,0,0,19,0,0,7,0,0,31,0,7,0,0,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200330","1970","Pennsylvania","42","Clearfield","033","Clearfield",73456,1163,67211,3912,1430,1109,1120,253,172,2172,14,0,17,7,88,106,20,77,7,0,14,288,0,88,19,71,171,0,24,55,0,0,6,0,0,0,7,57,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200350","1970","Pennsylvania","42","Clinton","035","Clinton",37486,235,34322,2169,889,512,666,102,63,886,0,0,0,8,31,6,0,43,0,0,0,56,0,19,0,13,0,0,0,0,11,0,0,0,8,0,6,15,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200370","1970","Pennsylvania","42","Columbia","037","Columbia",54363,751,49215,2803,1357,610,696,140,132,2201,0,7,0,0,97,26,0,71,0,5,13,229,0,22,57,6,77,0,10,47,11,6,14,0,0,0,0,35,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200390","1970","Pennsylvania","42","Crawford","039","Crawford",79871,1471,66570,10837,2968,4698,2537,634,177,2389,0,13,0,21,173,97,0,166,18,25,16,278,0,114,49,0,162,7,94,15,0,0,0,7,9,23,0,79,5,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200410","1970","Pennsylvania","42","Cumberland","041","Cumberland",156179,1998,124079,22045,6914,5598,8029,1504,1063,8899,66,54,4,37,315,36,39,334,7,0,106,175,0,26,52,0,72,0,65,23,9,15,203,27,0,42,16,156,25,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200430","1970","Pennsylvania","42","Dauphin","043","Dauphin",218730,5102,177545,23634,5948,4173,12465,1048,1023,16500,13,30,15,26,301,233,27,409,26,14,128,965,8,78,272,36,208,127,715,199,51,88,397,60,20,35,44,262,80,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200450","1970","Pennsylvania","42","Delaware","045","Delaware",571442,28593,455466,88604,34462,15247,34915,3980,2644,25320,166,2826,232,125,4630,642,392,1996,253,136,1350,5676,64,232,420,209,1279,109,793,1440,135,146,1698,123,124,260,63,1247,702,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200470","1970","Pennsylvania","42","Elk","047","Elk",36873,897,33590,1750,709,429,458,154,61,1551,0,0,0,66,88,84,6,63,0,0,0,361,0,11,0,0,66,0,76,6,0,0,0,0,15,0,0,34,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4200490","1970","Pennsylvania","42","Erie","049","Erie",255198,8456,209585,34037,11396,12245,8793,1603,1049,10493,69,169,65,179,564,380,111,1092,63,59,73,1613,38,424,229,68,1546,37,281,272,40,31,164,15,5,12,16,572,63,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
