"","long","lat","order","hole","piece","group","id"
"296",1749871.5548,467714.4374,296,FALSE,"1","42101000402.1","42101000402"
"297",1750010.4557,467723.3431,297,FALSE,"1","42101000402.1","42101000402"
"298",1750141.2965,467729.8814,298,FALSE,"1","42101000402.1","42101000402"
"299",1750280.3536,467738.4822,299,FALSE,"1","42101000402.1","42101000402"
"300",1750285.9599,467738.2392,300,FALSE,"1","42101000402.1","42101000402"
"301",1750291.0217,467738.1044,301,FALSE,"1","42101000402.1","42101000402"
"302",1751301.3917,467391.733,302,FALSE,"1","42101000500.1","42101000500"
"303",1751166.0699,467383.834,303,FALSE,"1","42101000500.1","42101000500"
"304",1751031.2442,467376.0479,304,FALSE,"1","42101000500.1","42101000500"
"305",1750896.5937,467368.6475,305,FALSE,"1","42101000500.1","42101000500"
"306",1750761.8607,467361.231,306,FALSE,"1","42101000500.1","42101000500"
"307",1750627.0019,467353.2147,307,FALSE,"1","42101000500.1","42101000500"
"308",1750492.0797,467345.8753,308,FALSE,"1","42101000500.1","42101000500"
"309",1750404.8243,467340.3209,309,FALSE,"1","42101000500.1","42101000500"
"310",1750314.2469,467336.438,310,FALSE,"1","42101000500.1","42101000500"
"311",1750307.3909,467336.0582,311,FALSE,"1","42101000500.1","42101000500"
"312",1750301.0308,467335.789,312,FALSE,"1","42101000500.1","42101000500"
"313",1750299.2269,467372.696,313,FALSE,"1","42101000500.1","42101000500"
"314",1750297.517,467406.0655,314,FALSE,"1","42101000500.1","42101000500"
"315",1750296.4118,467408.6891,315,FALSE,"1","42101000500.1","42101000500"
"316",1750292.0334,467412.7646,316,FALSE,"1","42101000500.1","42101000500"
"317",1750281.7125,467417.8118,317,FALSE,"1","42101000500.1","42101000500"
"318",1750267.2134,467416.3029,318,FALSE,"1","42101000500.1","42101000500"
"319",1750252.7768,467416.0707,319,FALSE,"1","42101000500.1","42101000500"
"320",1750237.8687,467415.6187,320,FALSE,"1","42101000500.1","42101000500"
"321",1750222.1192,467415.4385,321,FALSE,"1","42101000500.1","42101000500"
"322",1750206.3644,467416.0606,322,FALSE,"1","42101000500.1","42101000500"
"323",1750191.9798,467418.7101,323,FALSE,"1","42101000500.1","42101000500"
"324",1750179.845,467424.5012,324,FALSE,"1","42101000500.1","42101000500"
"325",1750171.7284,467436.0092,325,FALSE,"1","42101000500.1","42101000500"
"326",1750160.2617,467466.0565,326,FALSE,"1","42101000500.1","42101000500"
"327",1750159.1796,467499.336,327,FALSE,"1","42101000500.1","42101000500"
"328",1750147.5029,467615.2046,328,FALSE,"1","42101000500.1","42101000500"
"329",1750247.2373,467619.6346,329,FALSE,"1","42101000500.1","42101000500"
"330",1750269.057,467615.5426,330,FALSE,"1","42101000500.1","42101000500"
"331",1750291.3408,467616.3755,331,FALSE,"1","42101000500.1","42101000500"
"332",1750297.5936,467616.7357,332,FALSE,"1","42101000500.1","42101000500"
"333",1750294.6839,467683.1289,333,FALSE,"1","42101000500.1","42101000500"
"334",1750291.0217,467738.1044,334,FALSE,"1","42101000500.1","42101000500"
"335",1750381.6911,467743.5009,335,FALSE,"1","42101000500.1","42101000500"
"336",1750469.682,467748.072,336,FALSE,"1","42101000500.1","42101000500"
"337",1750604.2469,467756.5957,337,FALSE,"1","42101000500.1","42101000500"
"338",1750639.5075,467758.3705,338,FALSE,"1","42101000500.1","42101000500"
"339",1750685.0178,467760.4783,339,FALSE,"1","42101000500.1","42101000500"
"340",1750739.0855,467763.1163,340,FALSE,"1","42101000500.1","42101000500"
"341",1750874.0166,467770.0042,341,FALSE,"1","42101000500.1","42101000500"
"342",1750933.1992,467773.4392,342,FALSE,"1","42101000500.1","42101000500"
"343",1751008.933,467777.3501,343,FALSE,"1","42101000500.1","42101000500"
"344",1751143.7765,467785.0266,344,FALSE,"1","42101000500.1","42101000500"
"345",1751281.3435,467792.1645,345,FALSE,"1","42101000500.1","42101000500"
"346",1751286.4565,467692.9689,346,FALSE,"1","42101000500.1","42101000500"
"347",1751293.0831,467576.087,347,FALSE,"1","42101000500.1","42101000500"
"348",1751292.3036,467563.6295,348,FALSE,"1","42101000500.1","42101000500"
"349",1751291.9983,467554.4922,349,FALSE,"1","42101000500.1","42101000500"
"350",1751298.3852,467453.8586,350,FALSE,"1","42101000500.1","42101000500"
"351",1751301.3917,467391.733,351,FALSE,"1","42101000500.1","42101000500"
"352",1751267.7859,467216.7466,352,FALSE,"1","42101000600.1","42101000600"
"353",1751175.8789,467211.4099,353,FALSE,"1","42101000600.1","42101000600"
"354",1751041.4056,467203.588,354,FALSE,"1","42101000600.1","42101000600"
"355",1750970.2761,467200.0156,355,FALSE,"1","42101000600.1","42101000600"
"356",1750906.2752,467196.77,356,FALSE,"1","42101000600.1","42101000600"
"357",1750771.6031,467188.6787,357,FALSE,"1","42101000600.1","42101000600"
"358",1750704.1501,467185.3541,358,FALSE,"1","42101000600.1","42101000600"
